Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Spending_Per_Age
62-273-8089,39,Male,Middle,Single,Master's,Middle,Pokrovka,Health Care,85.03,9,In-Store,5,4,1.0,Medium,Not Sensitive,0,9,High,Smartphone,Credit Card,10/6/2024,True,True,Wants-based,Express,8,2.18025641025641
51-220-3072,31,Male,Middle,Married,Master's,High,Shuntian,Mobile Accessories,164.94,4,In-Store,4,4,2.0,High,Somewhat Sensitive,2,2,Low,Desktop,PayPal,7/18/2024,True,True,Wants-based,Express,6,5.320645161290322
17-648-0171,38,Female,High,Widowed,Bachelor's,Middle,João Câmara,Groceries,89.32,11,Online,1,1,0.3,Low,Somewhat Sensitive,1,3,High,Desktop,Other,4/23/2024,True,False,Wants-based,No Preference,12,2.3505263157894736
11-975-9054,33,Male,Middle,Married,High School,High,Cunha,Clothing,388.26,2,Mixed,3,1,1.0,High,Not Sensitive,0,7,,Smartphone,Credit Card,4/2/2024,False,False,Planned,No Preference,5,11.765454545454546
75-518-2831,33,Male,Middle,Divorced,Master's,Middle,Fengyi,Jewelry & Accessories,106.69,5,Online,3,4,1.3,Medium,Very Sensitive,2,10,,Desktop,PayPal,9/20/2024,False,True,Wants-based,Standard,14,3.233030303030303
13-297-9777,42,Agender,Middle,Married,Bachelor's,High,Myshkin,Packages),301.16,10,Online,4,3,2.0,,Very Sensitive,2,9,Medium,Tablet,Cash,7/26/2024,False,False,Need-based,Standard,1,7.170476190476191
81-604-7906,49,Male,Middle,Divorced,High School,High,Tewulike,Hotels,61.71,6,Mixed,2,5,1.0,Low,Very Sensitive,2,7,Low,Tablet,Cash,10/3/2024,False,False,Impulsive,No Preference,12,1.259387755102041
87-518-0375,46,Non-binary,Middle,Divorced,High School,High,Bistrinci,Sports & Outdoors,83.33,11,In-Store,1,5,1.0,Medium,Very Sensitive,1,6,Low,Desktop,Debit Card,2/27/2024,True,True,Planned,Express,1,1.8115217391304348
53-437-2629,42,Male,High,Single,Bachelor's,Middle,Chenguang,Books,411.81,4,Mixed,1,3,1.0,High,Somewhat Sensitive,1,1,High,Smartphone,Cash,4/8/2024,True,True,Planned,Standard,1,9.805
46-681-0764,44,Female,Middle,Married,Master's,High,Muara,Luxury Goods,114.93,3,In-Store,4,3,1.0,High,Somewhat Sensitive,0,4,,Desktop,Other,8/23/2024,True,True,Impulsive,Standard,4,2.612045454545455
43-990-6454,33,Female,High,Divorced,Master's,Middle,Qorveh,Jewelry & Accessories,438.42,11,Online,3,2,2.0,Medium,Very Sensitive,0,4,Low,Tablet,Cash,9/10/2024,True,False,Planned,Express,4,13.285454545454545
55-570-3804,36,Male,Middle,Widowed,Master's,Middle,Bom Despacho,Luxury Goods,189.97,2,In-Store,2,3,1.0,High,Somewhat Sensitive,0,3,Medium,Smartphone,Credit Card,3/6/2024,True,False,Need-based,Standard,8,5.276944444444444
29-067-4901,35,Male,High,Divorced,Master's,Middle,Arhust,Health Supplements,227.03,12,Online,2,2,0.0,High,Very Sensitive,2,10,Low,Desktop,PayPal,7/7/2024,True,True,Planned,Standard,2,6.486571428571429
93-957-6269,26,Male,High,Divorced,Bachelor's,Middle,Thaton,Home Appliances,278.49,4,Mixed,5,5,0.0,Low,Somewhat Sensitive,1,5,Low,Smartphone,Credit Card,9/8/2024,True,True,Need-based,Express,8,10.711153846153847
81-225-6647,43,Female,High,Widowed,Bachelor's,High,Changbai,Animal Feed,120.56,5,Online,4,3,2.0,,Not Sensitive,2,7,Low,Tablet,Debit Card,6/3/2024,False,False,Need-based,Express,7,2.8037209302325583
64-706-7841,25,Male,High,Divorced,Bachelor's,Middle,Kragan,Gardening & Outdoors,320.94,11,Online,3,3,2.0,High,Not Sensitive,2,10,,Smartphone,Cash,11/8/2024,False,False,Impulsive,No Preference,10,12.8376
47-178-9529,37,Female,High,Divorced,Master's,Middle,Bida,Jewelry & Accessories,217.72,3,In-Store,4,4,2.0,Medium,Not Sensitive,1,4,High,Tablet,Debit Card,10/16/2024,False,True,Wants-based,No Preference,14,5.884324324324324
63-808-3641,25,Male,High,Widowed,Bachelor's,Middle,Pointe Michel,Home Appliances,222.61,3,Online,1,2,1.0,Medium,Very Sensitive,1,1,,Desktop,PayPal,7/3/2024,False,True,Need-based,Standard,3,8.9044
85-738-8909,40,Female,Middle,Divorced,High School,Middle,Juyuan,Beauty & Personal Care,102.73,3,Mixed,4,5,0.3,,Not Sensitive,2,5,,Tablet,Debit Card,7/18/2024,False,False,Wants-based,Express,14,2.56825
40-224-1057,40,Female,Middle,Married,Bachelor's,High,Sabugo,Sports & Outdoors,426.87,2,In-Store,4,2,2.0,,Not Sensitive,0,4,Medium,Smartphone,Debit Card,3/14/2024,False,False,Wants-based,No Preference,3,10.67175
24-853-1635,20,Female,Middle,Widowed,High School,Middle,Huangjin,Jewelry & Accessories,473.28,5,Online,5,5,1.0,Medium,Very Sensitive,1,9,,Smartphone,Cash,12/9/2024,False,False,Need-based,Standard,13,23.663999999999998
61-627-1822,39,Male,High,Widowed,Bachelor's,High,Huquan,Jewelry & Accessories,446.03,9,In-Store,2,1,2.0,Low,Somewhat Sensitive,2,7,,Tablet,Other,6/26/2024,True,True,Need-based,Express,12,11.436666666666666
89-392-5002,19,Female,High,Single,Bachelor's,High,Xinqiao,Arts & Crafts,287.95,3,Mixed,2,3,2.0,,Very Sensitive,2,7,High,Tablet,PayPal,11/12/2024,True,True,Planned,Standard,11,15.155263157894737
71-573-6085,31,Female,Middle,Widowed,Master's,High,Trzemeszno,Luxury Goods,132.52,6,Mixed,1,2,0.0,Medium,Somewhat Sensitive,2,10,Low,Smartphone,Debit Card,12/20/2024,True,True,Impulsive,Express,12,4.27483870967742
91-810-3612,36,Female,Middle,Married,Bachelor's,Middle,Dashkawka,Sports & Outdoors,379.2,7,Online,5,1,0.0,Medium,Very Sensitive,2,2,High,Smartphone,Debit Card,5/28/2024,True,True,Need-based,No Preference,7,10.533333333333333
07-323-0255,31,Genderfluid,Middle,Married,High School,High,Sakura,Groceries,447.53,4,Online,2,1,2.0,High,Somewhat Sensitive,1,6,,Smartphone,PayPal,10/13/2024,True,True,Wants-based,No Preference,3,14.436451612903225
81-054-5343,45,Female,High,Divorced,Bachelor's,Middle,Lianghu,Office Supplies,138.44,4,Mixed,5,1,1.0,,Very Sensitive,1,2,,Smartphone,Cash,2/22/2024,False,True,Wants-based,Express,1,3.0764444444444443
14-854-9545,45,Agender,Middle,Single,High School,Middle,Karabash,Home Appliances,440.62,8,Mixed,2,2,2.0,,Very Sensitive,1,3,Medium,Tablet,Debit Card,2/1/2024,True,True,Need-based,Express,6,9.791555555555556
52-150-4629,23,Female,High,Divorced,Master's,High,Maomiaoji,Sports & Outdoors,145.98,4,In-Store,1,2,1.0,Low,Very Sensitive,2,5,High,Desktop,Other,9/16/2024,False,False,Need-based,No Preference,1,6.34695652173913
48-918-4473,28,Male,Middle,Married,High School,High,Pingtian,Software & Apps,405.66,11,Online,5,2,1.0,Medium,Somewhat Sensitive,1,3,High,Tablet,Cash,4/27/2024,True,False,Impulsive,Express,11,14.487857142857143
06-764-5496,26,Female,High,Single,High School,Middle,Tišina,Clothing,419.98,7,In-Store,4,4,0.0,,Very Sensitive,0,10,Medium,Desktop,PayPal,4/28/2024,True,True,Impulsive,No Preference,14,16.153076923076924
67-036-4295,50,Female,Middle,Divorced,Master's,High,Montceau-les-Mines,Arts & Crafts,260.14,5,Online,3,2,1.0,,Somewhat Sensitive,1,7,Low,Smartphone,Other,9/1/2024,True,True,Need-based,Standard,7,5.2028
35-880-9374,36,Female,Middle,Widowed,Bachelor's,High,Karengan,Arts & Crafts,368.91,10,In-Store,1,3,2.0,High,Not Sensitive,2,10,High,Desktop,Debit Card,3/21/2024,False,False,Need-based,No Preference,7,10.2475
08-614-6177,32,Male,Middle,Widowed,Master's,Middle,Sungai Raya,Home Appliances,100.32,2,In-Store,5,1,1.0,Low,Very Sensitive,0,1,Medium,Tablet,Credit Card,12/11/2024,False,True,Planned,Express,8,3.135
35-879-0014,34,Male,High,Married,Master's,Middle,Zwedru,Food & Beverages,107.82,7,Mixed,5,3,2.0,High,Very Sensitive,2,10,Low,Smartphone,Credit Card,12/4/2024,False,True,Wants-based,No Preference,2,3.171176470588235
91-570-2695,50,Male,Middle,Married,High School,Middle,Ţahţā,Baby Products,83.88,11,Online,4,2,1.0,Medium,Not Sensitive,0,6,Low,Desktop,Other,2/24/2024,True,True,Planned,Express,4,1.6776
54-193-3526,24,Female,Middle,Widowed,Bachelor's,Middle,Masaran,Travel & Leisure (Flights,81.25,9,Online,1,2,1.0,Low,Very Sensitive,2,8,Medium,Desktop,Cash,5/24/2024,True,True,Planned,No Preference,10,3.3854166666666665
55-237-7991,49,Male,Middle,Widowed,Master's,High,Huangtang,Home Appliances,125.8,12,In-Store,4,4,2.0,,Somewhat Sensitive,0,8,High,Desktop,PayPal,5/18/2024,False,True,Planned,No Preference,1,2.5673469387755103
90-569-7391,18,Female,Middle,Single,Bachelor's,Middle,Skoútari,Health Supplements,197.9,11,Mixed,2,4,2.0,Medium,Not Sensitive,1,4,Low,Desktop,Debit Card,4/2/2024,True,True,Wants-based,Standard,5,10.994444444444445
88-395-8741,44,Male,High,Divorced,High School,Middle,Jelat,Travel & Leisure (Flights,299.09,8,In-Store,1,1,2.0,High,Very Sensitive,2,7,High,Tablet,Debit Card,6/24/2024,False,False,Impulsive,Standard,14,6.797499999999999
06-638-0433,41,Male,High,Married,High School,Middle,Doibang,Travel & Leisure (Flights,79.3,10,Online,3,2,1.0,Low,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,9/3/2024,False,False,Planned,No Preference,2,1.9341463414634146
84-208-7045,33,Male,High,Divorced,High School,High,Kazimierz Dolny,Books,55.73,12,In-Store,4,3,0.3,Medium,Not Sensitive,1,3,High,Tablet,PayPal,5/19/2024,False,True,Need-based,Express,3,1.6887878787878787
71-568-0867,46,Male,High,Single,Bachelor's,High,Margasari,Software & Apps,256.44,8,In-Store,4,1,2.0,High,Somewhat Sensitive,1,6,Medium,Tablet,Other,8/4/2024,False,False,Wants-based,Express,3,5.574782608695652
18-925-1867,23,Female,High,Married,Bachelor's,High,Garça,Toys & Games,337.21,12,Online,1,5,1.0,Low,Somewhat Sensitive,0,9,,Smartphone,Debit Card,10/24/2024,True,True,Planned,Express,11,14.661304347826086
69-394-1424,35,Female,High,Single,Master's,Middle,Muff,Software & Apps,494.97,12,In-Store,5,4,2.0,Low,Not Sensitive,1,5,Low,Tablet,Debit Card,8/16/2024,False,False,Planned,No Preference,7,14.142000000000001
91-695-8237,31,Female,Middle,Widowed,High School,High,Kryva Hora,Arts & Crafts,238.58,6,Online,3,2,2.0,Medium,Very Sensitive,2,9,Medium,Tablet,PayPal,6/11/2024,True,True,Wants-based,Standard,8,7.696129032258065
68-458-0904,20,Female,High,Single,Bachelor's,High,Pyra,Sports & Outdoors,131.9,8,Mixed,3,5,0.0,,Not Sensitive,2,4,Medium,Tablet,Credit Card,11/1/2024,True,True,Planned,No Preference,4,6.595000000000001
28-862-5550,49,Female,Middle,Married,Bachelor's,High,General Lavalle,Food & Beverages,403.03,12,Mixed,1,5,1.0,Medium,Somewhat Sensitive,0,1,High,Tablet,Other,8/22/2024,True,True,Wants-based,Standard,2,8.225102040816326
85-666-7449,26,Female,High,Widowed,Bachelor's,High,Zhongzhang,Health Supplements,338.6,10,In-Store,1,3,2.0,Medium,Somewhat Sensitive,1,3,Medium,Desktop,Other,8/24/2024,False,False,Planned,No Preference,9,13.023076923076925
30-987-7421,36,Male,Middle,Widowed,High School,High,Estacion,Furniture,365.38,11,Online,1,4,0.0,High,Somewhat Sensitive,0,9,Medium,Desktop,Cash,8/1/2024,False,False,Wants-based,Express,14,10.149444444444445
39-107-6852,21,Male,Middle,Married,High School,High,Xinglongchang,Sports & Outdoors,433.99,11,Mixed,3,2,1.0,High,Not Sensitive,0,2,,Desktop,Credit Card,2/9/2024,False,False,Need-based,No Preference,8,20.666190476190476
85-467-6564,35,Female,Middle,Widowed,High School,Middle,San Nicolas,Health Care,495.95,5,In-Store,4,2,0.0,High,Very Sensitive,1,7,,Smartphone,Other,4/10/2024,False,False,Planned,No Preference,6,14.17
82-692-9306,41,Male,High,Married,High School,Middle,Ropa,Baby Products,356.22,7,In-Store,2,5,0.0,Medium,Very Sensitive,1,7,High,Smartphone,Credit Card,6/10/2024,False,True,Planned,Express,6,8.68829268292683
18-593-8611,22,Genderqueer,High,Single,High School,Middle,San Diego,Health Supplements,156.4,7,In-Store,4,5,2.0,Low,Somewhat Sensitive,1,7,Low,Desktop,Credit Card,11/7/2024,False,True,Need-based,Standard,4,7.109090909090909
93-093-0556,42,Male,Middle,Single,Master's,Middle,Pan-an,Sports & Outdoors,454.36,3,In-Store,4,5,1.0,Low,Very Sensitive,1,8,Medium,Tablet,Cash,9/16/2024,True,False,Planned,No Preference,12,10.818095238095239
59-080-5779,50,Male,High,Single,Bachelor's,High,Shu,Software & Apps,486.07,11,Mixed,5,1,0.0,Medium,Somewhat Sensitive,2,6,,Tablet,Credit Card,1/16/2024,False,False,Planned,Standard,12,9.7214
64-915-2968,30,Female,High,Divorced,High School,Middle,Týn nad Vltavou,Packages),427.86,11,Mixed,4,3,1.0,Medium,Not Sensitive,0,6,Medium,Desktop,Debit Card,3/3/2024,True,True,Need-based,Express,8,14.262
94-495-3402,49,Female,High,Divorced,Master's,High,Mojogajeh,Beauty & Personal Care,235.13,10,Online,5,4,1.0,Medium,Very Sensitive,2,3,,Smartphone,Other,3/29/2024,True,False,Planned,No Preference,6,4.798571428571428
84-458-6432,40,Female,Middle,Divorced,Bachelor's,Middle,Mawu,Groceries,361.27,4,Online,3,3,1.0,,Not Sensitive,0,5,High,Tablet,Credit Card,9/15/2024,True,False,Need-based,Standard,2,9.031749999999999
46-452-3822,38,Female,Middle,Single,Bachelor's,Middle,Genting,Furniture,195.83,10,Mixed,1,2,2.0,,Not Sensitive,1,7,High,Desktop,Debit Card,1/25/2024,True,False,Need-based,No Preference,13,5.153421052631579
54-877-5699,21,Male,High,Married,Master's,High,Madan,Sports & Outdoors,340.31,10,Online,5,1,1.0,Low,Somewhat Sensitive,0,5,Low,Desktop,Other,9/18/2024,False,True,Impulsive,No Preference,14,16.205238095238094
15-146-4456,40,Male,High,Divorced,Master's,High,Hexiangqiao,Animal Feed,489.67,5,Mixed,5,5,1.0,,Very Sensitive,1,5,Medium,Tablet,Debit Card,12/21/2024,False,False,Wants-based,Standard,11,12.24175
76-620-2994,26,Male,High,Divorced,Master's,Middle,Na Muen,Mobile Accessories,482.5,11,Mixed,1,1,1.0,,Very Sensitive,2,1,,Smartphone,Cash,9/28/2024,True,True,Need-based,No Preference,13,18.557692307692307
60-834-3348,32,Female,Middle,Married,Master's,Middle,Gafargaon,Jewelry & Accessories,433.14,10,In-Store,3,1,2.0,Medium,Not Sensitive,2,3,High,Tablet,Debit Card,7/9/2024,False,False,Impulsive,No Preference,5,13.535625
77-742-5663,47,Female,Middle,Widowed,High School,High,Qingban,Jewelry & Accessories,375.7,6,Online,3,1,2.0,Low,Very Sensitive,2,10,Medium,Tablet,Other,9/27/2024,True,False,Wants-based,No Preference,10,7.993617021276595
05-167-0833,21,Male,Middle,Single,Master's,Middle,Labège,Travel & Leisure (Flights,381.3,12,Online,2,1,1.0,High,Very Sensitive,0,4,Low,Desktop,Credit Card,1/9/2024,False,False,Planned,Express,7,18.15714285714286
86-182-9556,34,Male,High,Widowed,High School,High,Port Elizabeth,Electronics,210.21,4,Mixed,4,1,2.0,High,Very Sensitive,0,10,High,Desktop,PayPal,7/5/2024,False,True,Need-based,No Preference,14,6.182647058823529
14-415-2802,29,Male,Middle,Widowed,Master's,High,Sauri,Health Supplements,408.81,8,Mixed,5,4,2.0,Low,Very Sensitive,1,3,Medium,Desktop,Debit Card,7/16/2024,False,True,Wants-based,Express,12,14.096896551724138
49-469-9163,20,Female,Middle,Divorced,Bachelor's,High,Desakolot,Jewelry & Accessories,118.65,10,Mixed,1,3,0.0,Low,Very Sensitive,0,2,Low,Smartphone,Credit Card,1/9/2024,True,True,Impulsive,Standard,13,5.9325
67-937-6624,50,Male,High,Divorced,Bachelor's,Middle,Huambo,Software & Apps,166.45,7,Mixed,5,2,2.0,Low,Very Sensitive,2,1,High,Smartphone,Cash,8/13/2024,True,False,Planned,Express,12,3.3289999999999997
91-761-9492,29,Female,Middle,Divorced,Master's,High,Luoting,Travel & Leisure (Flights,385.32,10,Online,1,1,1.0,Low,Very Sensitive,0,1,Medium,Smartphone,PayPal,9/5/2024,True,True,Impulsive,Standard,9,13.286896551724137
19-184-7665,25,Non-binary,Middle,Married,Bachelor's,High,Stepnogorsk,Mobile Accessories,293.99,10,Mixed,3,4,0.0,,Somewhat Sensitive,2,7,,Tablet,Credit Card,9/29/2024,False,True,Wants-based,No Preference,5,11.7596
19-383-9741,37,Male,Middle,Widowed,High School,Middle,Zarechnyy,Toys & Games,161.41,9,Mixed,1,4,0.0,Low,Very Sensitive,1,8,High,Desktop,PayPal,4/7/2024,True,False,Impulsive,Standard,3,4.362432432432432
15-625-4047,39,Male,Middle,Single,Master's,Middle,La Unión,Groceries,130.92,2,Online,1,2,1.0,High,Very Sensitive,2,2,,Tablet,Cash,12/18/2024,True,True,Impulsive,No Preference,9,3.3569230769230765
81-820-4735,48,Female,Middle,Divorced,Bachelor's,High,Banjar Medura,Toys & Games,468.6,4,Mixed,3,4,2.0,Medium,Somewhat Sensitive,0,6,,Desktop,PayPal,6/14/2024,False,True,Need-based,No Preference,2,9.762500000000001
71-436-6908,47,Male,High,Divorced,Bachelor's,Middle,Arnprior,Toys & Games,237.57,5,Online,3,3,0.0,Medium,Somewhat Sensitive,0,3,Medium,Smartphone,Cash,4/25/2024,True,True,Need-based,No Preference,11,5.0546808510638295
73-145-5784,50,Female,Middle,Divorced,High School,High,Donglu,Furniture,395.18,5,In-Store,2,2,1.0,,Not Sensitive,0,5,High,Smartphone,Other,7/20/2024,True,True,Need-based,Standard,6,7.9036
50-637-1630,42,Polygender,High,Married,High School,Middle,Inderka,Electronics,427.94,12,Mixed,5,4,1.3,High,Not Sensitive,1,2,,Smartphone,Other,3/29/2024,False,False,Impulsive,No Preference,10,10.189047619047619
44-938-7475,28,Female,High,Single,Bachelor's,High,Tochio-honchō,Hotels,81.23,9,Mixed,2,5,2.0,High,Not Sensitive,1,10,Medium,Tablet,Cash,3/26/2024,False,True,Wants-based,Standard,6,2.9010714285714285
55-279-3045,23,Male,Middle,Single,High School,Middle,Pasadena,Hotels,257.43,5,Online,4,2,0.0,Low,Somewhat Sensitive,1,7,Low,Desktop,Other,4/14/2024,True,True,Need-based,Standard,13,11.192608695652174
59-997-3903,42,Male,High,Divorced,High School,High,Barishāl,Arts & Crafts,305.73,7,Mixed,2,5,1.0,Medium,Not Sensitive,2,8,Medium,Tablet,Cash,12/14/2024,True,False,Planned,Express,14,7.279285714285715
12-029-9344,32,Male,High,Single,Bachelor's,High,Kihurio,Toys & Games,249.82,10,In-Store,5,3,1.0,High,Not Sensitive,2,6,Medium,Tablet,PayPal,8/12/2024,True,False,Wants-based,No Preference,10,7.806875
41-130-2570,33,Male,Middle,Divorced,Bachelor's,High,Oekero,Animal Feed,332.79,11,Online,3,5,2.0,,Not Sensitive,2,1,High,Tablet,PayPal,8/29/2024,False,False,Wants-based,No Preference,4,10.084545454545456
25-285-7453,32,Male,High,Single,Bachelor's,Middle,Cluses,Arts & Crafts,78.9,3,In-Store,4,1,1.0,Low,Not Sensitive,0,1,Medium,Tablet,Debit Card,9/7/2024,False,True,Planned,Standard,10,2.465625
47-225-8686,29,Male,High,Widowed,High School,High,Wrząsowice,Health Care,122.55,9,Mixed,2,4,0.3,Low,Not Sensitive,2,3,Medium,Desktop,Credit Card,6/28/2024,False,False,Impulsive,Express,4,4.225862068965517
33-519-4214,25,Non-binary,High,Divorced,Bachelor's,Middle,Hengfeng,Mobile Accessories,307.61,6,Mixed,1,1,0.0,Low,Somewhat Sensitive,0,9,Medium,Smartphone,PayPal,9/12/2024,True,True,Need-based,No Preference,10,12.304400000000001
03-991-2098,41,Female,High,Divorced,Bachelor's,Middle,Bor,Software & Apps,152.33,2,In-Store,1,5,1.0,,Not Sensitive,1,6,High,Smartphone,Debit Card,1/19/2024,False,True,Impulsive,No Preference,8,3.715365853658537
30-735-8744,24,Female,Middle,Divorced,Bachelor's,High,Nawu,Mobile Accessories,465.07,8,Online,2,4,0.0,Medium,Not Sensitive,1,2,High,Desktop,Cash,3/2/2024,False,False,Wants-based,No Preference,8,19.377916666666668
13-848-5757,32,Female,High,Single,Master's,Middle,Longotea,Sports & Outdoors,498.23,10,Online,5,2,0.0,,Very Sensitive,0,7,Medium,Smartphone,Other,1/8/2024,True,False,Planned,No Preference,9,15.5696875
21-300-2001,41,Female,Middle,Widowed,High School,Middle,Ḩabīl al Jabr,Luxury Goods,491.18,3,Mixed,4,4,1.0,High,Very Sensitive,0,6,,Smartphone,Cash,8/27/2024,False,False,Impulsive,No Preference,14,11.98
38-587-1781,18,Male,Middle,Divorced,Bachelor's,Middle,Gueset,Health Care,149.42,3,Mixed,1,1,2.0,Medium,Very Sensitive,0,6,,Desktop,Cash,1/3/2024,True,False,Wants-based,Express,5,8.30111111111111
66-557-1474,25,Male,Middle,Single,Master's,Middle,Līkak,Furniture,82.13,9,Online,5,1,0.0,Medium,Somewhat Sensitive,2,6,High,Tablet,Debit Card,4/9/2024,True,True,Need-based,Express,6,3.2851999999999997
03-422-8710,49,Male,Middle,Divorced,Bachelor's,High,Yuanguping,Sports & Outdoors,425.18,4,Mixed,2,1,0.0,Medium,Very Sensitive,1,8,Medium,Tablet,PayPal,3/19/2024,True,False,Wants-based,Standard,10,8.677142857142858
39-731-8532,39,Male,High,Married,Master's,Middle,Colón,Arts & Crafts,176.12,8,Online,2,3,1.2,Medium,Somewhat Sensitive,1,10,Low,Desktop,Credit Card,6/15/2024,True,True,Impulsive,Standard,14,4.515897435897436
80-830-3184,47,Female,High,Single,High School,Middle,Lyon,Jewelry & Accessories,70.3,6,Online,3,5,0.0,,Very Sensitive,1,8,Medium,Desktop,Cash,3/3/2024,True,True,Need-based,Standard,3,1.4957446808510637
97-505-8416,43,Male,Middle,Married,Bachelor's,Middle,Chamical,Luxury Goods,319.39,7,Mixed,4,5,0.0,,Very Sensitive,1,10,High,Desktop,Credit Card,11/17/2024,False,True,Planned,Standard,3,7.427674418604651
98-585-4742,38,Female,High,Widowed,High School,High,Ágios Andréas,Home Appliances,113.51,11,Mixed,4,1,1.0,High,Not Sensitive,2,2,Low,Desktop,Credit Card,2/14/2024,True,True,Planned,Express,8,2.9871052631578947
51-302-9537,40,Female,High,Single,Bachelor's,Middle,Cibeusi,Animal Feed,492.74,2,Mixed,1,5,2.0,Low,Very Sensitive,1,3,High,Tablet,Other,2/29/2024,True,False,Need-based,Express,13,12.3185
88-313-2633,33,Male,Middle,Divorced,Master's,Middle,Itsandzéni,Furniture,143.8,9,In-Store,2,2,2.0,Low,Somewhat Sensitive,0,7,,Tablet,Debit Card,2/22/2024,True,False,Wants-based,No Preference,11,4.357575757575758
61-286-0069,18,Agender,Middle,Widowed,Bachelor's,Middle,Kosh-Agach,Arts & Crafts,158.54,5,Online,2,1,1.0,Low,Not Sensitive,2,7,High,Smartphone,Debit Card,3/31/2024,False,False,Planned,Express,5,8.807777777777778
35-907-0586,39,Female,High,Married,Bachelor's,High,Kuafeu,Furniture,213.39,6,Online,3,4,2.0,Medium,Not Sensitive,2,5,Medium,Desktop,Cash,10/27/2024,False,True,Planned,Standard,4,5.4715384615384615
